SIO2(WT%),AL2O3(WT%),FEOT(WT%),MGO(WT%),CAO(WT%),NA2O(WT%),K2O(WT%),TIO2(WT%),CR(PPM)
49.9, 17.0, 9.28, 8.67, 10.0, 3.02, 0.49, 1.25, 0
